Date,Average USD (7-day)
2021-01-11,370.96
2021-01-12,339.25
2021-01-13,284.55
2021-01-14,254.32
2021-01-15,239.8
2021-01-16,225.99
2021-01-17,202.46
2021-01-18,219.01
2021-01-19,232.1
2021-01-20,238.51
2021-01-21,253.92
2021-01-22,268.3
2021-01-23,348.28
2021-01-24,379.59
2021-01-25,387.57
2021-01-26,371.98
2021-01-27,403.53
2021-01-28,430.96
2021-01-29,451.43
2021-01-30,440.6
2021-01-31,557.22
2021-02-01,727.56
2021-02-02,910.91
2021-02-03,981.55
2021-02-04,1062.37
2021-02-05,1144.08
2021-02-06,1263.41
2021-02-07,1416.04
2021-02-08,1512.24
2021-02-09,1458.23
2021-02-10,1473.9
2021-02-11,1299.78
2021-02-12,1171.34
2021-02-13,1259.92
2021-02-14,1457.26
2021-02-15,1442.12
2021-02-16,1489.97
2021-02-17,1635.95
2021-02-18,1888.31
2021-02-19,2228.74
2021-02-20,2376.95
2021-02-21,2509.95
2021-02-22,2820.15
2021-02-23,2983.47
2021-02-24,2775.19
2021-02-25,2440.46
2021-02-26,1941.54
2021-02-27,1582.47
2021-02-28,1345
2021-03-01,988.81
2021-03-02,952.36
2021-03-03,956.65
2021-03-04,964.91
2021-03-05,994.66
2021-03-06,1013.61
2021-03-07,957.9
2021-03-08,1031.48
2021-03-09,1050.31
2021-03-10,958.38
2021-03-11,1297.63
2021-03-12,1449.62
2021-03-13,1514.42
2021-03-14,1647.37
2021-03-15,1716.13
2021-03-16,1676.87
2021-03-17,1767.43
2021-03-18,1441.69
2021-03-19,1239.99
2021-03-20,1201.58
2021-03-21,1096.68
2021-03-22,1061.77
2021-03-23,1041.38
2021-03-24,1038.35
2021-03-25,1018.24
2021-03-26,1027.6
2021-03-27,984.39
2021-03-28,981.45
2021-03-29,987.06
2021-03-30,1054.63
2021-03-31,1064.42
2021-04-01,1117.04
2021-04-02,1229.97
2021-04-03,1307.74
2021-04-04,1280.36
2021-04-05,1294.41
2021-04-06,1216.12
2021-04-07,1040.69
2021-04-08,1152.11
2021-04-09,1236.61
2021-04-10,1213.75
2021-04-11,1658.14
2021-04-12,1671.68
2021-04-13,1732.68
2021-04-14,1983.67
2021-04-15,1984.04
2021-04-16,2033.22
2021-04-17,2099.83
2021-04-18,1728.07
2021-04-19,1775.53
2021-04-20,1829.3
2021-04-21,1752.52
2021-04-22,1606.9
2021-04-23,1371.23
2021-04-24,1299.36
2021-04-25,1175.96
2021-04-26,1057.36
2021-04-27,1043.71
2021-04-28,988.31
2021-04-29,947.09
2021-04-30,943.91
2021-05-01,835.66
2021-05-02,961.04
2021-05-03,2419.05
2021-05-04,2808.46
2021-05-05,3006.51
2021-05-06,3142.27
2021-05-07,3295.22
2021-05-08,4381.48
2021-05-09,4658.41
2021-05-10,3385.85
2021-05-11,3050.08
2021-05-12,3582.54
2021-05-13,3911.8
2021-05-14,3872.02
2021-05-15,3454.23
2021-05-16,3221.6
2021-05-17,2872.73
2021-05-18,2587.36
2021-05-19,1962.31
2021-05-20,1478.09
2021-05-21,1230.51
2021-05-22,1101.55
2021-05-23,1009.39
2021-05-24,1008.47
2021-05-25,939.83
2021-05-26,926.12
2021-05-27,981.23
2021-05-28,1022.56
2021-05-29,1025.3
2021-05-30,1018.71
2021-05-31,985.16
2021-06-01,1008.29
2021-06-02,997.77
2021-06-03,969.58
2021-06-04,906.05
2021-06-05,847.69
2021-06-06,840.65
2021-06-07,891.27
2021-06-08,868.56
2021-06-09,822.97
2021-06-10,796.39
2021-06-11,778.65
2021-06-12,773.98
2021-06-13,732.7
2021-06-14,657.31
2021-06-15,603.35
2021-06-16,626.49
2021-06-17,658.95
2021-06-18,533.9
2021-06-19,495.03
2021-06-20,514.32
2021-06-21,523.58
2021-06-22,543.57
2021-06-23,549.99
2021-06-24,537.9
2021-06-25,602.17
2021-06-26,666.44
2021-06-27,592.19
2021-06-28,605.69
2021-06-29,600.6
2021-06-30,470.51
2021-07-01,424.5
2021-07-02,415.17
2021-07-03,388.73
2021-07-04,438.19
2021-07-05,430.5
2021-07-06,433.07
2021-07-07,563.22
2021-07-08,624.26
2021-07-09,638.11
2021-07-10,677.6
2021-07-11,650.99
2021-07-12,667.9
2021-07-13,652.3
2021-07-14,648.67
2021-07-15,711.41
2021-07-16,725.13
2021-07-17,734.19
2021-07-18,732.52
2021-07-19,735.73
2021-07-20,702.05
2021-07-21,695.89
2021-07-22,687.49
2021-07-23,698.75
2021-07-24,694.44
2021-07-25,764.74
2021-07-26,874.65
2021-07-27,1065.59
2021-07-28,1222.73
2021-07-29,1432.04
2021-07-30,1872.83
2021-07-31,2908.11
2021-08-01,3718.31
2021-08-02,3483.23
2021-08-03,3388.17
2021-08-04,3598.4
2021-08-05,3487.26
2021-08-06,3461.99
2021-08-07,2617.73
2021-08-08,2067.81
2021-08-09,1803.51
2021-08-10,1593.64
2021-08-11,1424.16
2021-08-12,1318.07
2021-08-13,1112.88
2021-08-14,1138.84
2021-08-15,1091.97
2021-08-16,1084.77
2021-08-17,1141.72
2021-08-18,1197.11
2021-08-19,1186.17
2021-08-20,1423.29
2021-08-21,1688.63
2021-08-22,2105.41
2021-08-23,3305.4
2021-08-24,3862.41
2021-08-25,3896.47
2021-08-26,4069.47
2021-08-27,4039.85
2021-08-28,4486.96
2021-08-29,5006.77
2021-08-30,4740.77
2021-08-31,4412.67
2021-09-01,4417.36
2021-09-02,4712.23
2021-09-03,5095.24
2021-09-04,4607.39
2021-09-05,3819.49
2021-09-06,3517.99
2021-09-07,3814.57
2021-09-08,3742.15
2021-09-09,3158.54
2021-09-10,2675.74
2021-09-11,2419.07
2021-09-12,2245.69
2021-09-13,2327.07
2021-09-14,2224.64
2021-09-15,2234.52
2021-09-16,2615.47
2021-09-17,2540.53
2021-09-18,2484.15
2021-09-19,2728.16
2021-09-20,2505.93
2021-09-21,2330.03
2021-09-22,2347.44
2021-09-23,2089.18
2021-09-24,1912.72
2021-09-25,1740.07
2021-09-26,1599.32
2021-09-27,1597.83
2021-09-28,1706.65
2021-09-29,1668.19
2021-09-30,1530.78
2021-10-01,1591.27
2021-10-02,1675.77
2021-10-03,1751.88
2021-10-04,1724.94
2021-10-05,1698.59
2021-10-06,1797.64
2021-10-07,1897.51
2021-10-08,1829.04
2021-10-09,1816.52
2021-10-10,1756.95
2021-10-11,1837.59
2021-10-12,1809.28
2021-10-13,1825.03
2021-10-14,1847.37
2021-10-15,2103.5
2021-10-16,2264.38
2021-10-17,2541.23
2021-10-18,2121.84
2021-10-19,1953.25
2021-10-20,1854.07
2021-10-21,2033.66
2021-10-22,2068.19
2021-10-23,1858.45
2021-10-24,1784.32
2021-10-25,1923.2
2021-10-26,1982.04
2021-10-27,1910.96
2021-10-28,2032.06
2021-10-29,2286.01
2021-10-30,2388.34
2021-10-31,2283.01
2021-11-01,2432.35
2021-11-02,2368.87
2021-11-03,2594.91
2021-11-04,2704.24
2021-11-05,2697.71
2021-11-06,2212.8
2021-11-07,2183.86
2021-11-08,2037.19
2021-11-09,1902.07
2021-11-10,1805.02
2021-11-11,1765.83
2021-11-12,1950.04
2021-11-13,1906.62
2021-11-14,2168.67
2021-11-15,2875.15
2021-11-16,2494.04
2021-11-17,2743.15
2021-11-18,2737.99
2021-11-19,2780.71
2021-11-20,2574.68
2021-11-21,2481.99
2021-11-22,2570.87
2021-11-23,2518.2
2021-11-24,2514.04
2021-11-25,2764.09
2021-11-26,3062.11
2021-11-27,3242.36
2021-11-28,3466.51
2021-11-29,3498.69
2021-11-30,3586.81
2021-12-01,3597.4
2021-12-02,3585.18
2021-12-03,3624.5
2021-12-04,3826.59
2021-12-05,3936
2021-12-06,3862.66
2021-12-07,3840.64
2021-12-08,3640.76
2021-12-09,3841.11
2021-12-10,3755.75
2021-12-11,3485.07
2021-12-12,3151.75
2021-12-13,2987.26
2021-12-14,2868.55
2021-12-15,3939.99
2021-12-16,3724.87
2021-12-17,3710.37
2021-12-18,3702.39
2021-12-19,3634.66
2021-12-20,3615.64
